,State,Step,Susceptible,Infected,Removed,Dead,GDP Drop
77,Texas,77,8755000,40000,20150000,50000,0.012829798241075944
78,Texas,78,8810000,45000,20090000,50000,0.012753923090187858
79,Texas,79,8870000,40000,20035000,50000,0.012657354716330293
80,Texas,80,8935000,30000,19980000,50000,0.012567684083462552
81,Texas,81,9060000,30000,19855000,50000,0.012512502155543939
82,Texas,82,9080000,20000,19845000,50000,0.012436627004655856
83,Texas,83,9170000,55000,19720000,50000,0.012402138299706723
84,Texas,84,9255000,75000,19615000,50000,0.01236075185376777
85,Texas,85,9325000,55000,19565000,50000,0.012291774443869512
86,Texas,86,9415000,75000,19455000,50000,0.012195206070011944
87,Texas,87,9530000,25000,19390000,50000,0.01211933091912385
88,Texas,88,9590000,50000,19305000,50000,0.01199517158130698
89,Texas,89,9705000,40000,19200000,50000,0.011919296430418896
90,Texas,90,9760000,80000,19105000,50000,0.011808932574581675
91,Texas,91,9885000,75000,18985000,50000,0.011670977754785155
92,Texas,92,9965000,50000,18930000,50000,0.011602000344886888
93,Texas,93,10075000,70000,18800000,50000,0.011533022934988627
94,Texas,94,10125000,70000,18750000,50000,0.011450250043110708
95,Texas,95,10200000,80000,18665000,50000,0.011346783928263314
96,Texas,96,10365000,75000,18505000,50000,0.011270908777375228
97,Texas,97,10415000,130000,18400000,50000,0.011195033626487142
98,Texas,98,10635000,65000,18245000,50000,0.011077772029660102
99,Texas,99,10730000,65000,18150000,50000,0.011022590101741494
0,Florida,0,12450000,325000,8670000,30000,0.03961816065192156
1,Florida,1,12130000,645000,8670000,30000,0.03641443538998888
2,Florida,2,11705000,1065000,8675000,30000,0.03362048894062914
3,Florida,3,11415000,1350000,8680000,30000,0.031189755529686173
4,Florida,4,11075000,1685000,8685000,30000,0.02883352735739276
5,Florida,5,10715000,2030000,8700000,30000,0.02681257275902245
6,Florida,6,10400000,2340000,8705000,30000,0.025136204889406523
7,Florida,7,10035000,2665000,8745000,30000,0.023729918509895417
8,Florida,8,9730000,2940000,8775000,30000,0.022332945285215466
9,Florida,9,9395000,3215000,8835000,30000,0.021271245634458737
10,Florida,10,9140000,3395000,8910000,30000,0.020190919674039583
11,Florida,11,8925000,3505000,9015000,30000,0.01939930151338761
12,Florida,12,8655000,3655000,9135000,30000,0.018849825378346823
